date,home_team,away_team,home_score,away_score
2021-07-17,Timberwolves,Pelicans,92,110
2021-07-18,Nets,Wizards,135,114
2021-07-19,Rockets,Heat,107,106
2021-07-20,Lakers,Thunder,117,106
2021-07-21,Magic,Heat,107,80
2021-07-22,Pacers,Nuggets,97,101
2021-07-23,Bulls,Lakers,99,105
2021-07-24,Kings,Spurs,106,128
2021-07-25,Lakers,Grizzlies,129,112
2021-07-26,Jazz,Trail Blazers,114,130
2021-07-27,Kings,Magic,110,107
2021-07-28,Grizzlies,Heat,98,103
2021-07-29,Kings,Pacers,118,120
2021-07-30,Hornets,Bulls,100,130
2021-07-31,Spurs,Pistons,124,104
2021-08-01,Warriors,Mavericks,117,107
2021-08-02,Rockets,Jazz,103,148
2021-08-03,Nets,Grizzlies,107,109
2021-08-04,Grizzlies,Cavaliers,106,123
2021-08-05,Pacers,Bulls,110,111
2021-08-06,Wizards,Cavaliers,122,113
2021-08-07,Rockets,Nuggets,105,101
2021-08-08,Warriors,Magic,105,106
2021-08-09,Knicks,Raptors,107,125
2021-08-10,Suns,Nuggets,96,126
2021-08-11,Jazz,Grizzlies,110,103
2021-08-12,Hornets,Heat,103,131
2021-08-13,Pacers,Pistons,104,101
2021-08-14,Pacers,Knicks,98,111
2021-08-15,76ers,Timberwolves,94,109
2021-08-16,Hornets,Bulls,109,97
2021-08-17,Nuggets,Cavaliers,97,138
2021-08-18,Spurs,Wizards,116,92
2021-08-19,Clippers,Rockets,134,118
2021-08-20,Pacers,Bucks,103,106
2021-08-21,Heat,Cavaliers,107,117
2021-08-22,Cavaliers,Bucks,116,84
2021-08-23,Nuggets,Hawks,119,111
2021-08-24,Hawks,Nuggets,123,102
2021-08-25,Hornets,Celtics,107,91
2021-08-26,Spurs,76ers,106,111
2021-08-27,Pacers,Clippers,137,124
2021-08-28,Bucks,Trail Blazers,106,83
2021-08-29,Lakers,Celtics,98,87
2021-08-30,Cavaliers,Heat,106,132
2021-08-31,Pistons,Hornets,121,109
2021-09-01,Warriors,Heat,121,110
2021-09-02,Jazz,Bulls,94,127
2021-09-03,Kings,Nets,119,98
2021-09-04,Timberwolves,Pistons,103,109
2021-09-05,Wizards,Clippers,86,100
2021-09-06,Pelicans,Pacers,109,101
2021-09-07,Raptors,Cavaliers,114,142
2021-09-08,76ers,Celtics,130,108
2021-09-09,Thunder,Warriors,138,111
2021-09-10,Nuggets,Bucks,118,98
2021-09-11,76ers,Magic,98,122
2021-09-12,Raptors,Spurs,125,101
2021-09-13,Suns,Heat,116,97
2021-09-14,Knicks,76ers,92,104
2021-09-15,Rockets,Raptors,140,117
2021-09-16,Wizards,76ers,129,125
2021-09-17,Suns,Hawks,98,109
2021-09-18,Hornets,Pacers,99,95
2021-09-19,Magic,Hornets,129,97
2021-09-20,Magic,Nuggets,110,102
2021-09-21,Nets,Celtics,115,94
2021-09-22,Nuggets,Magic,95,117
2021-09-23,Clippers,Hawks,90,118
2021-09-24,Hornets,Kings,106,91
2021-09-25,Magic,Wizards,124,107
2021-09-26,Kings,Knicks,117,98
2021-09-27,Grizzlies,Magic,118,102
2021-09-28,Timberwolves,Pacers,113,121
2021-09-29,Clippers,Knicks,96,135
2021-09-30,Grizzlies,Trail Blazers,119,99
2021-10-01,Timberwolves,Grizzlies,125,83
2021-10-02,Clippers,Pelicans,86,98
2021-10-03,Pelicans,Warriors,128,111
2021-10-04,Cavaliers,Celtics,112,118
2021-10-05,Magic,Wizards,119,124
2021-10-06,Lakers,Hornets,96,110
2021-10-07,Suns,Hornets,101,125
2021-10-08,Thunder,Pacers,105,95
2021-10-09,Nets,Kings,114,104
2021-10-10,Warriors,Hornets,107,107
2021-10-11,Raptors,76ers,112,123
2021-10-12,Wizards,Knicks,95,114
2021-10-13,Knicks,Raptors,101,105
2021-10-14,Bulls,Suns,113,105
2021-10-15,Mavericks,Nuggets,115,103
2021-10-16,Mavericks,Clippers,102,109
2021-10-17,Hawks,Magic,105,101
2021-10-18,Timberwolves,Jazz,116,117
2021-10-19,Cavaliers,Thunder,121,106
2021-10-20,Hawks,Wizards,119,118
2021-10-21,Lakers,Pistons,95,119
2021-10-22,Spurs,Trail Blazers,107,95
2021-10-23,Warriors,Timberwolves,116,86
2021-10-24,Timberwolves,Suns,121,115
2021-10-25,Clippers,Suns,125,108
2021-10-26,Warriors,Pacers,108,113
2021-10-27,Heat,Bucks,106,114
2021-10-28,Bucks,Celtics,126,117
2021-10-29,Grizzlies,Clippers,110,105
2021-10-30,Kings,Timberwolves,119,86
2021-10-31,Grizzlies,Kings,120,122
2021-11-01,Lakers,Clippers,120,92
2021-11-02,Rockets,Lakers,120,115
2021-11-03,76ers,Heat,109,115
2021-11-04,Rockets,Jazz,105,114
2021-11-05,Hornets,Kings,109,118
2021-11-06,Trail Blazers,Bucks,105,114
2021-11-07,Timberwolves,76ers,122,102
2021-11-08,Magic,Timberwolves,80,115
2021-11-09,Suns,Clippers,124,117
2021-11-10,Warriors,Hornets,118,115
2021-11-11,Nuggets,Pacers,128,89
2021-11-12,Raptors,Heat,120,115
2021-11-13,Heat,Wizards,98,136
2021-11-14,Nuggets,Suns,126,103
2021-11-15,Pacers,Cavaliers,105,117
2021-11-16,Heat,Pacers,119,110
2021-11-17,Hornets,Heat,94,118
2021-11-18,Knicks,Bulls,81,124
2021-11-19,Bulls,Pelicans,113,110
2021-11-20,Celtics,Pelicans,93,109
2021-11-21,Pelicans,Mavericks,112,118
2021-11-22,Celtics,Rockets,98,113
2021-11-23,Pacers,Suns,120,102
2021-11-24,Thunder,Nets,122,99
2021-11-25,Clippers,Rockets,101,109
2021-11-26,Wizards,Warriors,123,103
2021-11-27,Cavaliers,Suns,103,133
2021-11-28,Knicks,Jazz,115,102
2021-11-29,Knicks,Pelicans,110,129
2021-11-30,Pacers,Heat,101,116
2021-12-01,Pelicans,Rockets,107,118
2021-12-02,Suns,Mavericks,110,110
2021-12-03,Wizards,Clippers,102,111
2021-12-04,Bulls,Celtics,121,94
2021-12-05,Warriors,Grizzlies,120,119
2021-12-06,Jazz,Clippers,116,112
2021-12-07,Magic,Clippers,124,120
2021-12-08,Kings,Warriors,134,129
2021-12-09,Pacers,Thunder,121,102
2021-12-10,76ers,Clippers,84,112
2021-12-11,Hornets,Pacers,109,124
2021-12-12,Hawks,Bulls,116,128
2021-12-13,Clippers,Trail Blazers,100,118
2021-12-14,Spurs,Heat,131,110
2021-12-15,Wizards,Magic,129,120
2021-12-16,Pistons,Mavericks,100,113
2021-12-17,Pistons,Jazz,117,83
2021-12-18,Heat,Hornets,119,97
2021-12-19,Spurs,76ers,126,121
2021-12-20,Heat,Hornets,104,111
2021-12-21,Nuggets,Timberwolves,112,107
2021-12-22,Warriors,Magic,101,111
2021-12-23,Suns,Spurs,118,94
2021-12-24,Bucks,Thunder,83,110
2021-12-25,Warriors,Spurs,93,99
2021-12-26,Thunder,Nuggets,110,101
2021-12-27,Bulls,Knicks,97,116
2021-12-28,Hornets,Celtics,110,91
2021-12-29,Mavericks,Bucks,98,101
2021-12-30,Lakers,Timberwolves,116,115
2021-12-31,Bulls,Nuggets,98,104
2022-01-01,76ers,Cavaliers,100,96
2022-01-02,Suns,Heat,109,103
2022-01-03,Cavaliers,Nets,111,125
2022-01-04,Mavericks,Nets,93,99
2022-01-05,Timberwolves,Spurs,128,114
2022-01-06,Bucks,Pistons,107,119
2022-01-07,Mavericks,Hawks,133,100
2022-01-08,Cavaliers,Jazz,123,104
2022-01-09,Wizards,Hawks,107,112
2022-01-10,Cavaliers,Pacers,118,86
2022-01-11,Raptors,Suns,99,105
2022-01-12,Magic,76ers,107,126
2022-01-13,76ers,Thunder,90,121
2022-01-14,Suns,Celtics,119,96
2022-01-15,76ers,Trail Blazers,92,105
2022-01-16,Jazz,Pacers,101,126
2022-01-17,Lakers,Bucks,113,119
2022-01-18,Pacers,Heat,104,100
2022-01-19,Spurs,Heat,129,88
2022-01-20,Clippers,Hornets,105,135
2022-01-21,Jazz,Bucks,99,100
2022-01-22,Nuggets,Bulls,102,88
2022-01-23,Heat,Pistons,82,108
2022-01-24,Pelicans,Kings,119,93
2022-01-25,Spurs,Mavericks,101,125
2022-01-26,Kings,Clippers,96,110
2022-01-27,Spurs,Bucks,92,127
2022-01-28,Knicks,Pelicans,88,127
2022-01-29,Bulls,Kings,105,126
2022-01-30,Kings,Clippers,98,103
2022-01-31,Rockets,Heat,80,134
2022-02-01,Pistons,Raptors,126,113
2022-02-02,Raptors,Lakers,101,120
2022-02-03,Nets,Clippers,95,120
2022-02-04,76ers,Pistons,92,116
2022-02-05,Magic,Suns,109,108
2022-02-06,Celtics,Knicks,116,100
2022-02-07,Celtics,Grizzlies,97,103
2022-02-08,76ers,Magic,112,113
2022-02-09,Pacers,Warriors,117,100
2022-02-10,Hawks,Suns,97,116
2022-02-11,Heat,Jazz,103,108
2022-02-12,Hawks,Bulls,120,100
2022-02-13,Suns,Kings,116,134
2022-02-14,Clippers,Spurs,112,130
2022-02-15,76ers,Jazz,121,99
2022-02-16,Magic,Knicks,98,110
2022-02-17,Heat,Magic,102,128
2022-02-18,Celtics,Suns,107,102
2022-02-19,Heat,Knicks,115,94
2022-02-20,Hornets,Thunder,120,93
2022-02-21,Suns,Pistons,95,104
2022-02-22,76ers,Nets,121,110
2022-02-23,Heat,Hawks,91,112
2022-02-24,Celtics,Nets,108,111
2022-02-25,Cavaliers,Hornets,103,137
2022-02-26,Pelicans,Hornets,108,124
2022-02-27,Hawks,Timberwolves,121,145
2022-02-28,Hornets,Raptors,94,123
2022-03-01,Pelicans,Celtics,117,90
2022-03-02,Spurs,Mavericks,107,104
2022-03-03,Pistons,Cavaliers,102,104
2022-03-04,Pistons,Grizzlies,102,112
2022-03-05,76ers,Suns,90,98
2022-03-06,Kings,Celtics,84,120
2022-03-07,Thunder,Suns,101,123
2022-03-08,Nets,Warriors,116,109
2022-03-09,Nets,Rockets,113,119
2022-03-10,Pistons,Bulls,100,111
2022-03-11,Pelicans,Jazz,91,116
2022-03-12,Pistons,76ers,104,98
2022-03-13,Mavericks,Pelicans,93,121
2022-03-14,Pacers,Cavaliers,125,98
2022-03-15,Clippers,Bucks,109,106
2022-03-16,Suns,Wizards,117,121
2022-03-17,Pistons,Trail Blazers,118,98
2022-03-18,Hawks,Knicks,113,111
2022-03-19,Heat,Spurs,112,113
2022-03-20,Kings,Jazz,110,130
2022-03-21,Pacers,Magic,113,114
2022-03-22,Mavericks,Knicks,104,102
2022-03-23,Pacers,Timberwolves,97,139
2022-03-24,Trail Blazers,Knicks,87,131
2022-03-25,Magic,Hornets,124,98
2022-03-26,Trail Blazers,Mavericks,80,126
2022-03-27,Heat,Clippers,101,124
2022-03-28,Raptors,Magic,106,119
2022-03-29,Magic,Celtics,112,121
2022-03-30,Warriors,Clippers,98,125
2022-03-31,Clippers,Knicks,110,122
2022-04-01,Hornets,Grizzlies,104,97
2022-04-02,Cavaliers,Bulls,130,113
2022-04-03,Spurs,Celtics,103,103
2022-04-04,Rockets,Pacers,112,135
2022-04-05,Pelicans,Grizzlies,111,83
2022-04-06,Hawks,Magic,104,123
2022-04-07,Heat,Hawks,93,136
2022-04-08,Pacers,Trail Blazers,108,111
2022-04-09,Bucks,Lakers,99,118
2022-04-10,Wizards,Timberwolves,93,103
2022-04-11,Magic,Lakers,112,97
2022-04-12,Jazz,76ers,111,107
2022-04-13,Heat,Bulls,105,116
2022-04-14,Trail Blazers,Nets,133,124
2022-04-15,Thunder,Suns,109,104
2022-04-16,Raptors,Hawks,103,106
2022-04-17,Heat,Spurs,108,112
2022-04-18,Wizards,Hornets,95,125
2022-04-19,76ers,Warriors,117,112
2022-04-20,Thunder,Spurs,108,115
2022-04-21,Cavaliers,Bulls,103,110
2022-04-22,Rockets,Cavaliers,95,104
2022-04-23,Jazz,Pistons,111,100
2022-04-24,Nuggets,Grizzlies,117,122
2022-04-25,Jazz,Pelicans,108,111
2022-04-26,76ers,Mavericks,117,123
2022-04-27,Bucks,Lakers,109,97
2022-04-28,Nuggets,Kings,109,115
2022-04-29,Bulls,Warriors,123,97
2022-04-30,Clippers,Thunder,90,142
2022-05-01,Timberwolves,Pelicans,109,110
2022-05-02,Trail Blazers,Cavaliers,111,119
2022-05-03,Nuggets,Bulls,124,91
2022-05-04,Raptors,Lakers,112,107
2022-05-05,Thunder,Pelicans,119,117
2022-05-06,Heat,Suns,100,86
2022-05-07,Raptors,Hornets,114,115
2022-05-08,Wizards,Cavaliers,97,103
2022-05-09,Grizzlies,76ers,94,116
2022-05-10,Kings,Timberwolves,113,125
2022-05-11,Rockets,Raptors,107,102
2022-05-12,Nets,Cavaliers,113,98
2022-05-13,Pelicans,Raptors,116,124
2022-05-14,76ers,Timberwolves,98,104
2022-05-15,Cavaliers,Nets,104,121
2022-05-16,76ers,Hawks,125,88
2022-05-17,Nuggets,Kings,108,134
2022-05-18,Warriors,Bulls,114,104
2022-05-19,Heat,Celtics,80,117
2022-05-20,Bucks,Heat,94,114
2022-05-21,Rockets,Pistons,104,122
2022-05-22,Kings,Thunder,102,121
2022-05-23,Bulls,Wizards,105,96
2022-05-24,Spurs,Celtics,130,89
2022-05-25,Nets,Timberwolves,109,103
2022-05-26,Knicks,Mavericks,100,103
2022-05-27,Cavaliers,Pistons,104,102
2022-05-28,Rockets,Hawks,83,108
2022-05-29,Spurs,Clippers,105,100
2022-05-30,Pacers,Raptors,128,103
2022-05-31,Clippers,Cavaliers,109,90
2022-06-01,Pistons,Grizzlies,108,113
2022-06-02,Rockets,Celtics,110,83
2022-06-03,Nets,Grizzlies,95,109
2022-06-04,Clippers,Jazz,131,105
2022-06-05,Timberwolves,Grizzlies,125,105
2022-06-06,Suns,Warriors,111,99
2022-06-07,Grizzlies,Hawks,137,91
2022-06-08,Magic,Bulls,107,100
2022-06-09,Timberwolves,76ers,108,120
2022-06-10,Nets,Nuggets,110,98
2022-06-11,Hawks,Spurs,108,105
2022-06-12,Grizzlies,Wizards,121,90
2022-06-13,Kings,Hawks,97,112
2022-06-14,Kings,Hornets,114,112
2022-06-15,Grizzlies,Heat,113,118
2022-06-16,76ers,Grizzlies,127,125
2022-06-17,Pistons,Raptors,118,101
2022-06-18,Hornets,Bulls,126,106
2022-06-19,Clippers,Rockets,128,108
2022-06-20,Warriors,Rockets,98,97
2022-06-21,Grizzlies,Raptors,135,114
2022-06-22,Celtics,Clippers,112,91
2022-06-23,Bucks,Warriors,115,96
2022-06-24,Magic,Wizards,119,121
2022-06-25,76ers,Knicks,107,110
2022-06-26,Clippers,Bulls,99,136
2022-06-27,Hornets,Timberwolves,97,110
2022-06-28,Nuggets,Pistons,114,99
2022-06-29,Suns,Thunder,104,114
2022-06-30,Hornets,Nets,129,105
2022-07-01,Knicks,Bucks,100,93
2022-07-02,Jazz,Knicks,126,80
2022-07-03,Heat,Pacers,105,107
2022-07-04,Kings,Hornets,106,126
2022-07-05,Nuggets,Wizards,116,132
2022-07-06,Celtics,76ers,111,112
2022-07-07,Pistons,Grizzlies,97,104
2022-07-08,Spurs,Timberwolves,104,105
2022-07-09,Knicks,Jazz,101,128
2022-07-10,Timberwolves,Pelicans,106,131
2022-07-11,Raptors,Lakers,113,100
2022-07-12,76ers,Mavericks,118,91
2022-07-13,Mavericks,Kings,127,89
2022-07-14,Mavericks,Wizards,98,106
2022-07-15,Knicks,Hornets,110,112
2022-07-16,76ers,Cavaliers,113,106
2022-07-17,Lakers,Pelicans,103,105
2022-07-18,Suns,Spurs,120,122
2022-07-19,Grizzlies,Clippers,94,97
2022-07-20,Raptors,Hawks,101,127
2022-07-21,Hawks,Kings,126,90
2022-07-22,Cavaliers,Bucks,133,107
2022-07-23,Pistons,Heat,127,109
2022-07-24,Pistons,Trail Blazers,116,125
2022-07-25,Cavaliers,Wizards,122,122
2022-07-26,Cavaliers,Hawks,86,96
2022-07-27,Spurs,Rockets,115,120
2022-07-28,Knicks,Lakers,94,89
2022-07-29,Jazz,Bucks,97,114
2022-07-30,Trail Blazers,Raptors,120,101
2022-07-31,Cavaliers,Mavericks,98,120
2022-08-01,Thunder,Warriors,105,95
2022-08-02,Wizards,Warriors,125,102
2022-08-03,Magic,Warriors,99,110
2022-08-04,Rockets,Bucks,124,101
2022-08-05,Grizzlies,Timberwolves,89,114
2022-08-06,Hornets,Bulls,115,102
2022-08-07,Bulls,Magic,99,133
2022-08-08,Spurs,Clippers,92,119
2022-08-09,Spurs,Wizards,108,108
2022-08-10,Raptors,76ers,113,110
2022-08-11,Warriors,Rockets,118,103
2022-08-12,Suns,Cavaliers,108,97
2022-08-13,Nuggets,Trail Blazers,84,120
2022-08-14,Hawks,76ers,129,113
2022-08-15,Magic,Cavaliers,94,104
2022-08-16,Spurs,Celtics,96,106
2022-08-17,Thunder,Hornets,102,107
2022-08-18,Trail Blazers,Kings,125,129
2022-08-19,Rockets,Wizards,117,109
2022-08-20,Trail Blazers,76ers,81,132
2022-08-21,Kings,Raptors,116,99
2022-08-22,76ers,Mavericks,120,112
2022-08-23,Heat,Wizards,94,110
2022-08-24,Mavericks,Pacers,91,93
2022-08-25,Bulls,Spurs,124,115
2022-08-26,Pelicans,Kings,120,95
2022-08-27,Warriors,Bulls,114,92
2022-08-28,Magic,Bulls,96,112
2022-08-29,Mavericks,76ers,97,111
2022-08-30,76ers,Warriors,117,117
2022-08-31,Pelicans,Nets,86,128
2022-09-01,Bulls,Spurs,96,126
2022-09-02,Grizzlies,Raptors,90,136
2022-09-03,Pistons,Bucks,84,112
2022-09-04,76ers,Warriors,113,100
2022-09-05,Bucks,76ers,124,113
2022-09-06,Spurs,Celtics,119,111
2022-09-07,Mavericks,Nets,122,107
2022-09-08,Kings,Lakers,133,114
2022-09-09,Lakers,Warriors,110,80
2022-09-10,Jazz,Thunder,103,111
2022-09-11,Clippers,Trail Blazers,99,111
2022-09-12,Lakers,Celtics,104,105
2022-09-13,Clippers,Nuggets,107,116
2022-09-14,Pistons,Cavaliers,104,121
2022-09-15,Warriors,Nets,104,86
2022-09-16,Nuggets,Spurs,120,93
2022-09-17,Pelicans,Lakers,128,104
2022-09-18,76ers,Jazz,124,119
2022-09-19,Grizzlies,Hawks,90,124
2022-09-20,Cavaliers,Warriors,89,116
2022-09-21,Magic,Knicks,98,111
2022-09-22,Heat,Cavaliers,109,114
2022-09-23,Knicks,Hawks,113,101
2022-09-24,Bulls,Nuggets,105,119
2022-09-25,Bulls,Rockets,80,123
2022-09-26,Clippers,Hornets,116,112
2022-09-27,Thunder,Bucks,85,117
2022-09-28,Rockets,Spurs,110,104
2022-09-29,Hawks,Raptors,123,138
2022-09-30,Kings,Warriors,108,125
2022-10-01,Suns,Bucks,127,109
2022-10-02,Bulls,Magic,100,99
2022-10-03,Suns,Pistons,123,128
2022-10-04,Timberwolves,Pistons,127,130
2022-10-05,Knicks,Bulls,118,85
2022-10-06,Pacers,Bucks,114,106
2022-10-07,Grizzlies,Mavericks,107,103
2022-10-08,Jazz,Celtics,101,111
2022-10-09,Grizzlies,Rockets,117,95
2022-10-10,Pelicans,Nets,116,105
2022-10-11,Mavericks,Knicks,104,114
2022-10-12,Magic,Grizzlies,107,111
2022-10-13,Pelicans,Heat,96,109
2022-10-14,Mavericks,Bucks,100,142
2022-10-15,Pistons,Jazz,124,150
2022-10-16,Bucks,Celtics,110,135
2022-10-17,Clippers,Hawks,101,87
2022-10-18,Bulls,Heat,97,124
2022-10-19,Raptors,Celtics,119,125
2022-10-20,Nuggets,Rockets,120,94
2022-10-21,Kings,Cavaliers,122,113
2022-10-22,Bulls,Hornets,102,125
2022-10-23,76ers,Pacers,106,88
2022-10-24,Mavericks,Magic,114,115
2022-10-25,Lakers,Celtics,103,141
2022-10-26,Jazz,Magic,115,136
2022-10-27,Nets,Grizzlies,114,129
2022-10-28,Bucks,Clippers,113,102
2022-10-29,Pistons,Wizards,118,105
2022-10-30,Nets,Mavericks,130,102
2022-10-31,Bulls,Rockets,98,110
2022-11-01,Grizzlies,Hornets,99,103
2022-11-02,Pistons,Raptors,92,90
2022-11-03,Lakers,76ers,106,111
2022-11-04,Timberwolves,76ers,127,93
2022-11-05,Thunder,Pelicans,132,111
2022-11-06,Lakers,Trail Blazers,133,104
2022-11-07,Rockets,Knicks,90,105
2022-11-08,Bucks,76ers,112,106
2022-11-09,Rockets,Clippers,124,97
2022-11-10,Jazz,Hornets,128,121
2022-11-11,Raptors,Timberwolves,131,95
2022-11-12,Grizzlies,Hornets,93,134
2022-11-13,Lakers,Kings,111,122
2022-11-14,Bucks,Wizards,88,118
2022-11-15,Cavaliers,Wizards,83,113
2022-11-16,Hawks,76ers,109,107
2022-11-17,Lakers,Hawks,111,111
2022-11-18,76ers,Bulls,100,129
2022-11-19,Raptors,Bulls,84,122
2022-11-20,Pacers,Bulls,110,105
2022-11-21,Lakers,Bulls,125,104
2022-11-22,Hornets,Clippers,85,110
2022-11-23,Warriors,Hornets,124,106
2022-11-24,Clippers,Trail Blazers,110,85
2022-11-25,Magic,Kings,80,113
2022-11-26,Hornets,Nuggets,96,138
2022-11-27,Bulls,Wizards,113,125
2022-11-28,Grizzlies,Thunder,105,104
2022-11-29,Wizards,Celtics,87,111
2022-11-30,Kings,Lakers,116,120
2022-12-01,Warriors,Nets,97,95
2022-12-02,Timberwolves,Bucks,139,136
2022-12-03,Pelicans,Cavaliers,119,126
2022-12-04,Cavaliers,Pelicans,105,108
2022-12-05,Bulls,Suns,101,99
2022-12-06,Mavericks,76ers,102,106
2022-12-07,Timberwolves,Raptors,107,110
2022-12-08,Rockets,Heat,112,113
2022-12-09,Timberwolves,Raptors,107,114
2022-12-10,Nets,Mavericks,121,122
2022-12-11,Thunder,Pistons,131,98
2022-12-12,Mavericks,Lakers,99,116
2022-12-13,Kings,76ers,103,115
2022-12-14,Bucks,Pacers,100,103
2022-12-15,Pacers,Mavericks,119,118
2022-12-16,Timberwolves,Hornets,96,108
2022-12-17,Clippers,Rockets,116,81
2022-12-18,Pistons,Pacers,89,117
2022-12-19,Clippers,Pistons,104,103
2022-12-20,Suns,Bulls,119,116
2022-12-21,Jazz,Grizzlies,107,103
2022-12-22,Jazz,Bucks,94,96
2022-12-23,Magic,Raptors,107,125
2022-12-24,Clippers,76ers,112,106
2022-12-25,Pelicans,Trail Blazers,92,105
2022-12-26,Mavericks,Grizzlies,109,124
2022-12-27,Clippers,Pistons,106,84
2022-12-28,Jazz,Warriors,96,117
2022-12-29,Bucks,Rockets,80,139
2022-12-30,Rockets,Pelicans,104,148
2022-12-31,Hornets,Suns,116,112
2023-01-01,Suns,Magic,116,119
2023-01-02,Rockets,Suns,105,100
2023-01-03,76ers,Wizards,115,104
2023-01-04,Mavericks,Cavaliers,122,101
2023-01-05,Trail Blazers,Spurs,106,111
2023-01-06,Hornets,Celtics,86,113
2023-01-07,Trail Blazers,Heat,92,138
2023-01-08,Bucks,Clippers,113,117
2023-01-09,Spurs,Raptors,107,126
2023-01-10,Warriors,Celtics,118,100
2023-01-11,Timberwolves,Mavericks,109,118
2023-01-12,Clippers,Grizzlies,129,123
2023-01-13,Rockets,Bucks,114,117
2023-01-14,Suns,Knicks,117,105
2023-01-15,Nuggets,Wizards,126,87
2023-01-16,Nuggets,Suns,97,120
2023-01-17,Suns,Nuggets,109,122
2023-01-18,Mavericks,Raptors,121,88
2023-01-19,Jazz,Raptors,110,113
2023-01-20,Magic,Raptors,107,113
2023-01-21,Hornets,Clippers,107,109
2023-01-22,Clippers,Trail Blazers,104,100
2023-01-23,Wizards,Bucks,111,92
2023-01-24,Wizards,76ers,100,114
2023-01-25,Heat,Timberwolves,112,121
2023-01-26,Rockets,Pistons,114,117
2023-01-27,Kings,Clippers,135,106
2023-01-28,Thunder,76ers,96,121
2023-01-29,Cavaliers,Suns,121,98
2023-01-30,Suns,Warriors,103,93
2023-01-31,Pacers,Mavericks,93,125
2023-02-01,Bulls,Wizards,108,113
2023-02-02,Knicks,76ers,81,122
2023-02-03,Jazz,Thunder,109,104
2023-02-04,Thunder,Spurs,119,128
2023-02-05,Raptors,Spurs,129,98
2023-02-06,Jazz,Grizzlies,90,136
2023-02-07,Cavaliers,Magic,81,121
2023-02-08,Cavaliers,Magic,106,102
2023-02-09,76ers,Raptors,85,106
2023-02-10,Nuggets,Trail Blazers,95,122
2023-02-11,Raptors,Hornets,90,114
2020-09-30,Warriors,Pacers,114,107
2020-10-01,Thunder,Nets,118,109
2020-10-02,Mavericks,Bucks,94,103
2020-10-03,Suns,Bulls,118,139
2020-10-04,Bulls,Raptors,113,113
2020-10-05,76ers,Lakers,118,132
2020-10-06,Hornets,Spurs,121,112
2020-10-07,Clippers,Thunder,115,83
2020-10-08,Bucks,Trail Blazers,109,114
2020-10-09,Mavericks,Magic,110,116
2020-10-10,Bucks,Magic,113,128
2020-10-11,Grizzlies,Warriors,97,103
2020-10-12,Magic,Pelicans,122,126
2020-10-13,Kings,Pistons,97,119
2020-10-14,Spurs,Clippers,92,97
2020-10-15,Hornets,Trail Blazers,89,123
2020-10-16,Knicks,Raptors,146,117
2020-10-17,Nuggets,Kings,84,113
2020-10-18,Bulls,Celtics,119,110
2020-10-19,76ers,Clippers,101,93
2020-10-20,Suns,Warriors,107,111
2020-10-21,Grizzlies,Warriors,110,101
2020-10-22,Bulls,Heat,127,95
2020-10-23,Pistons,Nets,131,99
2020-10-24,Spurs,76ers,116,100
2020-10-25,Pacers,Pelicans,114,99
2020-10-26,Grizzlies,Knicks,115,125
2020-10-27,Mavericks,Thunder,116,111
2020-10-28,Celtics,Pelicans,108,123
2020-10-29,Heat,Pistons,101,95
2020-10-30,Spurs,Celtics,95,128
2020-10-31,Suns,Clippers,127,111
2020-11-01,Pacers,Bucks,97,137
2020-11-02,Pacers,Timberwolves,101,129
2020-11-03,Grizzlies,Wizards,119,110
2020-11-04,Thunder,Pacers,120,111
2020-11-05,Pistons,Bucks,94,109
2020-11-06,Warriors,Bucks,99,118
2020-11-07,Mavericks,Clippers,129,101
2020-11-08,76ers,Raptors,109,102
2020-11-09,Kings,Magic,132,115
2020-11-10,Clippers,Nuggets,122,94
2020-11-11,Hornets,Celtics,116,132
2020-11-12,Magic,Nuggets,121,116
2020-11-13,Bucks,Nuggets,115,90
2020-11-14,Rockets,Heat,103,126
2020-11-15,Knicks,Heat,123,98
2020-11-16,Celtics,Mavericks,95,118
2020-11-17,76ers,Warriors,96,110
2020-11-18,Pelicans,Grizzlies,98,97
2020-11-19,Heat,Celtics,114,140
2020-11-20,Rockets,Suns,112,109
2020-11-21,Heat,Nets,124,114
2020-11-22,Clippers,Knicks,121,119
2020-11-23,Knicks,Cavaliers,91,90
2020-11-24,Mavericks,Clippers,125,110
2020-11-25,Knicks,Pelicans,100,104
2020-11-26,Jazz,Mavericks,116,97
2020-11-27,Nets,Celtics,98,123
2020-11-28,Clippers,Kings,118,110
2020-11-29,Lakers,Grizzlies,108,118
2020-11-30,Grizzlies,Raptors,123,88
2020-12-01,Kings,Hornets,114,119
2020-12-02,Raptors,Knicks,99,128
2020-12-03,Nuggets,Pistons,115,117
2020-12-04,76ers,Jazz,116,112
2020-12-05,Nets,Magic,122,128
2020-12-06,Rockets,Knicks,106,129
2020-12-07,Pistons,Mavericks,118,137
2020-12-08,Nuggets,Hornets,112,131
2020-12-09,Cavaliers,Pelicans,103,114
2020-12-10,Pelicans,Mavericks,105,110
2020-12-11,Pistons,Wizards,100,116
2020-12-12,Magic,Spurs,104,112
2020-12-13,Nuggets,Wizards,100,119
2020-12-14,Nets,Nuggets,106,107
2020-12-15,Pelicans,Lakers,109,121
2020-12-16,Cavaliers,Heat,113,119
2020-12-17,Heat,Bucks,113,104
2020-12-18,Nuggets,Celtics,106,104
2020-12-19,Timberwolves,Suns,100,112
